Drug ID, Target ID, score, label 
D00480, hsa3778, 5.2048, 1 
D01118, hsa6326, 5.2044, 1 
D01450, hsa3778, 5.2034, 1 
D00480, hsa2742, 5.2013, 1 
D01450, hsa2742, 5.1998, 1 
D00480, hsa2902, 5.1973, 1 
D00791, hsa2741, 5.1965, 1 
D01450, hsa2902, 5.1960, 1 
D00799, hsa786, 5.1942, 1 
D00293, hsa7881, 5.1937, 1 
D00480, hsa2561, 5.1882, 1 
D01450, hsa2561, 5.1866, 1 
D00658, hsa6326, 5.1855, 1 
D00373, hsa6326, 5.1813, 1 
D00791, hsa2562, 5.1803, 1 
D00738, hsa55879, 5.1802, 1 
D00791, hsa59284, 5.1753, 1 
D00740, hsa6330, 5.1646, 1 
D00791, hsa3778, 5.1617, 1 
D01118, hsa6323, 5.1602, 1 
D00791, hsa2742, 5.1581, 1 
D00791, hsa2902, 5.1543, 1 
D00791, hsa2561, 5.1449, 1 
D00740, hsa5310, 5.1431, 1 
D00799, hsa3751, 5.1414, 1 
D00658, hsa6323, 5.1414, 1 
D00373, hsa6323, 5.1371, 1 
D00740, hsa2741, 5.1336, 1 
D00812, hsa57657, 5.1253, 1 
D01287, hsa2895, 5.1251, 1 
D00480, hsa2560, 5.1232, 1 
D06172, hsa6328, 5.1224, 1 
D01450, hsa2560, 5.1216, 1 
D00740, hsa2562, 5.1173, 1 
D00740, hsa59284, 5.1121, 1 
D00812, hsa285242, 5.1080, 1 
D00812, hsa8514, 5.1058, 1 
D00812, hsa3779, 5.1033, 1 
D00740, hsa3778, 5.0985, 1 
D01287, hsa51802, 5.0960, 1 
D00740, hsa2742, 5.0951, 1 
D00293, hsa2895, 5.0936, 1 
D00823, hsa6326, 5.0932, 1 
D00738, hsa23704, 5.0923, 1 
D02088, hsa57657, 5.0914, 1 
D00740, hsa2902, 5.0911, 1 
D00812, hsa7881, 5.0907, 1 
D00816, hsa6328, 5.0876, 1 
D00740, hsa2561, 5.0820, 1 
D00799, hsa55879, 5.0799, 1 
D00791, hsa2560, 5.0799, 1 
D02088, hsa285242, 5.0742, 1 
D01287, hsa57192, 5.0721, 1 
D02088, hsa8514, 5.0719, 1 
D02088, hsa3779, 5.0694, 1 
D06172, hsa8001, 5.0666, 1 
D00293, hsa51802, 5.0645, 1 
D02088, hsa7881, 5.0568, 1 
D00326, hsa6326, 5.0562, 1 
D00738, hsa55800, 5.0531, 1 
D00738, hsa6324, 5.0510, 1 
D00823, hsa6323, 5.0490, 1 
D06172, hsa1181, 5.0486, 1 
D00293, hsa57192, 5.0407, 1 
D00738, hsa8989, 5.0357, 1 
D00816, hsa8001, 5.0315, 1 
D01287, hsa3708, 5.0287, 1 
D01287, hsa2898, 5.0283, 1 
D01287, hsa3710, 5.0223, 1 
D00394, hsa6326, 5.0223, 1 
D00629, hsa6328, 5.0186, 1 
D00740, hsa2560, 5.0170, 1 
D00816, hsa1181, 5.0139, 1 
D00326, hsa6323, 5.0121, 1 
D00738, hsa1080, 5.0096, 1 
D00798, hsa6328, 5.0033, 1 
D00738, hsa23630, 4.9994, 1 
D01287, hsa786, 4.9990, 1 
D00293, hsa3708, 4.9972, 1 
D00293, hsa2898, 4.9968, 1 
D06172, hsa6330, 4.9950, 1 
D00799, hsa23704, 4.9921, 1 
D00293, hsa3710, 4.9909, 1 
D00812, hsa2895, 4.9907, 1 
D00394, hsa6323, 4.9781, 1 
D00480, hsa57657, 4.9757, 1 
D01450, hsa57657, 4.9744, 1 
D06172, hsa5310, 4.9735, 1 
D00293, hsa786, 4.9676, 1 
D00738, hsa7225, 4.9662, 1 
D06172, hsa2741, 4.9641, 1 
D00629, hsa8001, 4.9629, 1 
D00812, hsa51802, 4.9616, 1 
D00816, hsa6330, 4.9603, 1 
D00480, hsa285242, 4.9585, 1 
D01450, hsa285242, 4.9572, 1 
D02088, hsa2895, 4.9568, 1 
D00480, hsa8514, 4.9563, 1 
D01450, hsa8514, 4.9549, 1 
D00480, hsa3779, 4.9538, 1 
D00799, hsa55800, 4.9529, 1 
D01450, hsa3779, 4.9524, 1 
D00799, hsa6324, 4.9508, 1 
D06172, hsa2562, 4.9480, 1 
D00798, hsa8001, 4.9473, 1 
D01287, hsa3751, 4.9462, 1 
D00629, hsa1181, 4.9450, 1 
D06172, hsa59284, 4.9425, 1 
D00480, hsa7881, 4.9411, 1 
D01450, hsa7881, 4.9398, 1 
D00816, hsa5310, 4.9388, 1 
D00812, hsa57192, 4.9377, 1 
D00799, hsa8989, 4.9355, 1 
D00738, hsa10008, 4.9338, 1 
D00791, hsa57657, 4.9327, 1 
D00798, hsa1181, 4.9296, 1 
D00619, hsa6326, 4.9293, 1 
D00816, hsa2741, 4.9290, 1 
D06172, hsa3778, 4.9289, 1 
D02088, hsa51802, 4.9277, 1 
D06172, hsa2742, 4.9257, 1 
D06172, hsa2902, 4.9214, 1 
D00340, hsa6326, 4.9207, 1 
D00791, hsa285242, 4.9154, 1 
D00293, hsa3751, 4.9148, 1 
D00791, hsa8514, 4.9132, 1 
D00816, hsa2562, 4.9128, 1 
D06172, hsa2561, 4.9126, 1 
D04048, hsa8001, 4.9124, 1 
D00738, hsa55503, 4.9112, 1 
D00791, hsa3779, 4.9107, 1 
D00799, hsa1080, 4.9094, 1 
D00816, hsa59284, 4.9077, 1 
D02088, hsa57192, 4.9038, 1 
D00799, hsa23630, 4.8992, 1 
D00791, hsa7881, 4.8981, 1 
D04048, hsa1181, 4.8947, 1 
D00812, hsa3708, 4.8943, 1 
D00816, hsa3778, 4.8941, 1 
D00812, hsa2898, 4.8939, 1 
D00629, hsa6330, 4.8914, 1 
D00816, hsa2742, 4.8906, 1 
D00812, hsa3710, 4.8879, 1 
D00816, hsa2902, 4.8867, 1 
D00619, hsa6323, 4.8852, 1 
D01287, hsa55879, 4.8847, 1 
D00816, hsa2561, 4.8775, 1 
D00340, hsa6323, 4.8766, 1 
D00798, hsa6330, 4.8760, 1 
D00740, hsa57657, 4.8695, 1 
D00799, hsa7225, 4.8660, 1 
D00812, hsa786, 4.8646, 1 
D00629, hsa2741, 4.8604, 1 
D02088, hsa3708, 4.8604, 1 
D02088, hsa2898, 4.8600, 1 
D00798, hsa5310, 4.8545, 1 
D02088, hsa3710, 4.8540, 1 
D00809, hsa6328, 4.8539, 1 
D00740, hsa285242, 4.8524, 1 
D00740, hsa8514, 4.8501, 1 
D06172, hsa2560, 4.8476, 1 
D00740, hsa3779, 4.8476, 1 
D00798, hsa2741, 4.8448, 1 
D00629, hsa2562, 4.8442, 1 
D00480, hsa2895, 4.8412, 1 
D04048, hsa6330, 4.8411, 1 
D01450, hsa2895, 4.8398, 1 
D00740, hsa7881, 4.8350, 1 
D00799, hsa10008, 4.8336, 1 
D02088, hsa786, 4.8307, 1 
D00738, hsa27345, 4.8290, 1 
D00798, hsa2562, 4.8286, 1 
D00738, hsa2903, 4.8268, 1 
D00629, hsa3778, 4.8253, 1 
D00798, hsa59284, 4.8234, 1 
D00629, hsa2742, 4.8220, 1 
D00738, hsa5027, 4.8210, 1 
D00738, hsa2904, 4.8201, 1 
D04048, hsa5310, 4.8196, 1 
D00629, hsa2902, 4.8179, 1 
D00816, hsa2560, 4.8125, 1 
D00480, hsa51802, 4.8120, 1 
D00812, hsa3751, 4.8118, 1 
D00799, hsa55503, 4.8110, 1 
D01450, hsa51802, 4.8108, 1 
D00798, hsa3778, 4.8099, 1 
D04048, hsa2741, 4.8099, 1 
D00738, hsa2555, 4.8091, 1 
D00629, hsa2561, 4.8089, 1 
D00798, hsa2742, 4.8064, 1 
D00329, hsa6326, 4.8031, 1 
D00219, hsa6326, 4.8029, 1 
D00798, hsa2902, 4.8024, 1 
D00319, hsa6326, 4.8003, 1 
D00791, hsa2895, 4.7981, 1 
D00809, hsa8001, 4.7980, 1 
D01287, hsa23704, 4.7970, 1 
D04048, hsa2562, 4.7937, 1 
D00798, hsa2561, 4.7933, 1 
D04048, hsa59284, 4.7886, 1 
D00480, hsa57192, 4.7882, 1 
D01450, hsa57192, 4.7869, 1 
D00738, hsa3737, 4.7857, 1 
D00809, hsa1181, 4.7803, 1 
D00738, hsa8913, 4.7801, 1 
D00738, hsa3752, 4.7799, 1 
D02088, hsa3751, 4.7779, 1 
D04048, hsa3778, 4.7750, 1 
D04048, hsa2742, 4.7714, 1 
D00791, hsa51802, 4.7690, 1 
D04048, hsa2902, 4.7676, 1 
D00293, hsa23704, 4.7656, 1 
D00329, hsa6323, 4.7590, 1 
D00219, hsa6323, 4.7588, 1 
D04048, hsa2561, 4.7583, 1 
D01287, hsa55800, 4.7578, 1 
D00319, hsa6323, 4.7562, 1 
D01287, hsa6324, 4.7557, 1 
D00812, hsa55879, 4.7504, 1 
D00738, hsa3753, 4.7454, 1 
D00791, hsa57192, 4.7452, 1 
D00480, hsa3708, 4.7448, 1 
D00480, hsa2898, 4.7444, 1 
D00629, hsa2560, 4.7439, 1 
D01450, hsa3708, 4.7434, 1 
D01450, hsa2898, 4.7431, 1 
D01287, hsa8989, 4.7404, 1 
D00480, hsa3710, 4.7384, 1 
D01450, hsa3710, 4.7371, 1 
D00738, hsa9992, 4.7356, 1 
D00740, hsa2895, 4.7350, 1 
D00799, hsa27345, 4.7289, 1 
D00798, hsa2560, 4.7283, 1 
D00799, hsa2903, 4.7267, 1 
D00809, hsa6330, 4.7267, 1 
D00293, hsa55800, 4.7264, 1 
D00293, hsa6324, 4.7242, 1 
D00799, hsa5027, 4.7209, 1 
D00799, hsa2904, 4.7200, 1 
D00738, hsa3756, 4.7198, 1 
D00738, hsa116444, 4.7182, 1 
D02088, hsa55879, 4.7168, 1 
D00480, hsa786, 4.7151, 1 
D00338, hsa6326, 4.7144, 1 
D01287, hsa1080, 4.7143, 1 
D01450, hsa786, 4.7138, 1 
D00293, hsa8989, 4.7090, 1 
D00799, hsa2555, 4.7089, 1 
D00740, hsa51802, 4.7059, 1 
D00809, hsa5310, 4.7052, 1 
D01287, hsa23630, 4.7041, 1 
D00791, hsa3708, 4.7018, 1 
D00791, hsa2898, 4.7014, 1 
D00738, hsa27133, 4.7009, 1 
D06172, hsa57657, 4.7000, 1 
D00738, hsa93589, 4.6970, 1 
D00809, hsa2741, 4.6955, 1 
D00791, hsa3710, 4.6954, 1 
D01118, hsa6328, 4.6938, 1 
D04048, hsa2560, 4.6933, 1 
D00379, hsa6326, 4.6914, 1 
D00799, hsa3737, 4.6856, 1 
D00738, hsa116443, 4.6832, 1 
D00738, hsa55799, 4.6830, 1 
D00293, hsa1080, 4.6829, 1 
D06172, hsa285242, 4.6828, 1 
D00740, hsa57192, 4.6820, 1 
D06172, hsa8514, 4.6805, 1 
D00799, hsa8913, 4.6800, 1 
D00799, hsa3752, 4.6797, 1 
D00809, hsa2562, 4.6793, 1 
D00738, hsa8911, 4.6791, 1 
D06172, hsa3779, 4.6780, 1 
D00658, hsa6328, 4.6749, 1 
D00809, hsa59284, 4.6742, 1 
D00293, hsa23630, 4.6727, 1 
D00791, hsa786, 4.6721, 1 
D02163, hsa6326, 4.6713, 1 
D01287, hsa7225, 4.6709, 1 
D00373, hsa6328, 4.6707, 1 
D00338, hsa6323, 4.6703, 1 
D00738, hsa3783, 4.6691, 1 
D06172, hsa7881, 4.6654, 1 
D00816, hsa57657, 4.6653, 1 
D00812, hsa23704, 4.6627, 1 
D00480, hsa3751, 4.6624, 1 
D01450, hsa3751, 4.6609, 1 
D00809, hsa3778, 4.6606, 1 
D02356, hsa6326, 4.6589, 1 
D00809, hsa2742, 4.6571, 1 
D00809, hsa2902, 4.6532, 1 
D00816, hsa285242, 4.6480, 1 
D00379, hsa6323, 4.6473, 1 
D00816, hsa8514, 4.6458, 1 
D00799, hsa3753, 4.6453, 1 
D00809, hsa2561, 4.6440, 1 
D00816, hsa3779, 4.6433, 1 
D00293, hsa7225, 4.6394, 1 
D00740, hsa3708, 4.6386, 1 
D01287, hsa10008, 4.6385, 1 
D01118, hsa8001, 4.6382, 1 
D00740, hsa2898, 4.6382, 1 
D00799, hsa9992, 4.6355, 1 
D00740, hsa3710, 4.6323, 1 
D00816, hsa7881, 4.6307, 1 
D02088, hsa23704, 4.6288, 1 
D02163, hsa6323, 4.6272, 1 
D00812, hsa55800, 4.6235, 1 
D00812, hsa6324, 4.6213, 1 
D01118, hsa1181, 4.6202, 1 
D00799, hsa3756, 4.6197, 1 
D00791, hsa3751, 4.6193, 1 
D00658, hsa8001, 4.6188, 1 
D00799, hsa116444, 4.6181, 1 
D01287, hsa55503, 4.6159, 1 
D02356, hsa6323, 4.6148, 1 
D00373, hsa8001, 4.6147, 1 
D00740, hsa786, 4.6090, 1 
D02086, hsa8001, 4.6087, 1 
D00293, hsa10008, 4.6071, 1 
D00812, hsa8989, 4.6061, 1 
D00658, hsa1181, 4.6012, 1 
D00480, hsa55879, 4.6010, 1 
D00799, hsa27133, 4.6008, 1 
D01450, hsa55879, 4.5995, 1 
D00738, hsa3736, 4.5980, 1 
D00373, hsa1181, 4.5970, 1 
D00799, hsa93589, 4.5969, 1 
D00629, hsa57657, 4.5964, 1 
D02086, hsa1181, 4.5908, 1 
D02088, hsa55800, 4.5895, 1 
D02088, hsa6324, 4.5874, 1 
D00293, hsa55503, 4.5845, 1 
D00799, hsa116443, 4.5831, 1 
D00799, hsa55799, 4.5829, 1 
D00823, hsa6328, 4.5826, 1 
D00798, hsa57657, 4.5810, 1 
D00812, hsa1080, 4.5800, 1 
D00629, hsa285242, 4.5792, 1 
D00799, hsa8911, 4.5790, 1 
D00809, hsa2560, 4.5790, 1 
D00629, hsa8514, 4.5769, 1 
D00629, hsa3779, 4.5744, 1 
D02088, hsa8989, 4.5722, 1 
D00812, hsa23630, 4.5697, 1 
D00799, hsa3783, 4.5690, 1 
D01118, hsa6330, 4.5666, 1 
D06172, hsa2895, 4.5654, 1 
D00798, hsa285242, 4.5639, 1 
D00629, hsa7881, 4.5618, 1 
D00798, hsa8514, 4.5615, 1 
D00798, hsa3779, 4.5590, 1 
D00791, hsa55879, 4.5578, 1 
D00740, hsa3751, 4.5561, 1 
D00658, hsa6330, 4.5476, 1 
D00798, hsa7881, 4.5464, 1 
D02088, hsa1080, 4.5461, 1 
D04048, hsa57657, 4.5461, 1 
D00326, hsa6328, 4.5457, 1 
D01118, hsa5310, 4.5451, 1 
D00373, hsa6330, 4.5434, 1 
D02086, hsa6330, 4.5372, 1 
D00812, hsa7225, 4.5365, 1 
D06172, hsa51802, 4.5364, 1 
D02088, hsa23630, 4.5358, 1 
D01118, hsa2741, 4.5358, 1 
D01287, hsa27345, 4.5338, 1 
D00464, hsa6326, 4.5333, 1 
D01287, hsa2903, 4.5316, 1 
D00799, hsa6335, 4.5312, 1 
D00816, hsa2895, 4.5307, 1 
D04048, hsa285242, 4.5290, 1 
D00823, hsa8001, 4.5267, 1 
D04048, hsa8514, 4.5267, 1 
D00658, hsa5310, 4.5261, 1 
D01287, hsa5027, 4.5258, 1 
D00738, hsa6263, 4.5257, 1 
D01287, hsa2904, 4.5249, 1 
D04048, hsa3779, 4.5241, 1 
D00373, hsa5310, 4.5219, 1 
D01118, hsa2562, 4.5197, 1 
D00738, hsa3784, 4.5195, 1 
D00658, hsa2741, 4.5163, 1 
D02086, hsa5310, 4.5157, 1 
D01118, hsa59284, 4.5141, 1 
D01287, hsa2555, 4.5137, 1 
D00480, hsa23704, 4.5132, 1 
D06172, hsa57192, 4.5125, 1 
D00373, hsa2741, 4.5123, 1 
D01450, hsa23704, 4.5118, 1 
D00394, hsa6328, 4.5118, 1 
D04048, hsa7881, 4.5116, 1 
D00823, hsa1181, 4.5089, 1 
D02086, hsa2741, 4.5062, 1 
D00812, hsa10008, 4.5042, 1 
D02088, hsa7225, 4.5027, 1 
D00293, hsa27345, 4.5024, 1 
D00816, hsa51802, 4.5017, 1 
D01118, hsa3778, 4.5005, 1 
D00293, hsa2903, 4.5002, 1 
D00658, hsa2562, 4.5001, 1 
D00738, hsa170572, 4.4990, 1 
D00799, hsa3736, 4.4979, 1 
D01118, hsa2742, 4.4974, 1 
D00373, hsa2562, 4.4961, 1 
D00658, hsa59284, 4.4951, 1 
D00740, hsa55879, 4.4949, 1 
D00293, hsa5027, 4.4944, 1 
D00293, hsa2904, 4.4935, 1 
D00477, hsa8001, 4.4931, 1 
D01118, hsa2902, 4.4931, 1 
D00738, hsa27094, 4.4929, 1 
D00373, hsa59284, 4.4909, 1 
D01287, hsa3737, 4.4904, 1 
D02086, hsa2562, 4.4901, 1 
D00326, hsa8001, 4.4898, 1 
D00464, hsa6323, 4.4892, 1 
D01287, hsa8913, 4.4849, 1 
D02086, hsa59284, 4.4847, 1 
D01287, hsa3752, 4.4847, 1 
D01118, hsa2561, 4.4843, 1 
D00812, hsa55503, 4.4816, 1 
D00658, hsa2742, 4.4779, 1 
D00816, hsa57192, 4.4778, 1 
D00373, hsa3778, 4.4773, 1 
D00477, hsa1181, 4.4754, 1 
D00658, hsa2902, 4.4741, 1 
D00480, hsa55800, 4.4740, 1 
D00373, hsa2742, 4.4739, 1 
D01450, hsa55800, 4.4727, 1 
D00326, hsa1181, 4.4720, 1 
D00480, hsa6324, 4.4719, 1 
D02086, hsa3778, 4.4712, 1 
D01450, hsa6324, 4.4706, 1 
D02088, hsa10008, 4.4703, 1 
D00791, hsa23704, 4.4702, 1 
D00373, hsa2902, 4.4699, 1 
D06172, hsa3708, 4.4691, 1 
D06172, hsa2898, 4.4687, 1 
D02086, hsa2742, 4.4678, 1 
D00738, hsa6262, 4.4660, 1 
D00658, hsa2561, 4.4648, 1 
D02086, hsa2902, 4.4638, 1 
D06172, hsa3710, 4.4628, 1 
D00629, hsa2895, 4.4619, 1 
D00373, hsa2561, 4.4608, 1 
D00293, hsa3737, 4.4591, 1 
D00480, hsa8989, 4.4566, 1 
D00394, hsa8001, 4.4558, 1 
D00823, hsa6330, 4.4553, 1 
D01450, hsa8989, 4.4552, 1 
D02086, hsa2561, 4.4548, 1 
D00293, hsa8913, 4.4534, 1 
D00293, hsa3752, 4.4533, 1 
D01287, hsa3753, 4.4502, 1 
D05077, hsa6326, 4.4489, 1 
D02088, hsa55503, 4.4477, 1 
D00798, hsa2895, 4.4465, 1 
D00738, hsa781, 4.4438, 1 
D01287, hsa9992, 4.4405, 1 
D06172, hsa786, 4.4394, 1 
D00394, hsa1181, 4.4381, 1 
D00816, hsa3708, 4.4344, 1 
D00816, hsa2898, 4.4340, 1 
D00823, hsa5310, 4.4339, 1 
D00629, hsa51802, 4.4328, 1 
D00809, hsa57657, 4.4318, 1 
D00791, hsa55800, 4.4310, 1 
D00480, hsa1080, 4.4305, 1 
D01450, hsa1080, 4.4292, 1 
D00791, hsa6324, 4.4289, 1 
D00816, hsa3710, 4.4281, 1 
D00799, hsa6263, 4.4255, 1 
D01287, hsa3756, 4.4247, 1 
D00823, hsa2741, 4.4243, 1 
D01287, hsa116444, 4.4230, 1 
D00477, hsa6330, 4.4218, 1 
D00480, hsa23630, 4.4203, 1 
D00799, hsa3784, 4.4194, 1 
D01118, hsa2560, 4.4194, 1 
D01450, hsa23630, 4.4189, 1 
D00619, hsa6328, 4.4189, 1 
D00293, hsa3753, 4.4188, 1 
D00326, hsa6330, 4.4184, 1 
D00798, hsa51802, 4.4174, 1 
D00809, hsa285242, 4.4145, 1 
D00791, hsa8989, 4.4136, 1 
D00809, hsa8514, 4.4124, 1 
D04048, hsa2895, 4.4116, 1 
D00340, hsa6328, 4.4103, 1 
D00809, hsa3779, 4.4098, 1 
D00293, hsa9992, 4.4091, 1 
D00629, hsa57192, 4.4090, 1 
D00823, hsa2562, 4.4080, 1 
D00740, hsa23704, 4.4071, 1 
D01287, hsa27133, 4.4058, 1 
D05077, hsa6323, 4.4048, 1 
D00816, hsa786, 4.4047, 1 
D00823, hsa59284, 4.4029, 1 
D01287, hsa93589, 4.4018, 1 
D00477, hsa5310, 4.4003, 1 
D00658, hsa2560, 4.3998, 1 
D00812, hsa27345, 4.3995, 1 
D00799, hsa170572, 4.3988, 1 
D00812, hsa2903, 4.3973, 1 
D00809, hsa7881, 4.3972, 1 
D00326, hsa5310, 4.3970, 1 
D00373, hsa2560, 4.3958, 1 
D00798, hsa57192, 4.3936, 1 
D00293, hsa3756, 4.3933, 1 
D00799, hsa27094, 4.3928, 1 
D00293, hsa116444, 4.3916, 1 
D00812, hsa5027, 4.3915, 1 
D00477, hsa2741, 4.3907, 1 
D00812, hsa2904, 4.3906, 1 
D02086, hsa2560, 4.3898, 1 
D00823, hsa3778, 4.3893, 1 
D01799, hsa6326, 4.3888, 1 
D01287, hsa116443, 4.3881, 1 
D01287, hsa55799, 4.3879, 1 
D00791, hsa1080, 4.3875, 1 
D00326, hsa2741, 4.3874, 1 
D00480, hsa7225, 4.3871, 1 
D06172, hsa3751, 4.3866, 1 
D00823, hsa2742, 4.3859, 1 
D01450, hsa7225, 4.3858, 1 
D00394, hsa6330, 4.3845, 1 
D01287, hsa8911, 4.3840, 1 
D04048, hsa51802, 4.3826, 1 
D00823, hsa2902, 4.3819, 1 
D00812, hsa2555, 4.3795, 1 
D00791, hsa23630, 4.3773, 1 
D00477, hsa2562, 4.3745, 1 
D00293, hsa27133, 4.3744, 1 
D01287, hsa3783, 4.3740, 1 
D00823, hsa2561, 4.3727, 1 
D00326, hsa2562, 4.3712, 1 
D00293, hsa93589, 4.3704, 1 
D00654, hsa6326, 4.3698, 1 
D00477, hsa59284, 4.3693, 1 
D00740, hsa55800, 4.3679, 1 
D00326, hsa59284, 4.3660, 1 
D00799, hsa6262, 4.3659, 1 
D00740, hsa6324, 4.3658, 1 
D02088, hsa27345, 4.3656, 1 
D00629, hsa2898, 4.3652, 1 
D00738, hsa56659, 4.3651, 1 
D02088, hsa2903, 4.3634, 1 
D00619, hsa8001, 4.3631, 1 
D00394, hsa5310, 4.3630, 1 
D00799, hsa6334, 4.3627, 1 
D00738, hsa56660, 4.3597, 1 
D04048, hsa57192, 4.3587, 1 
D02088, hsa5027, 4.3576, 1 
