Drug ID, Target ID, score, label 
D00371, hsa8843, 2.8449, 1 
D03879, hsa1268, 2.8439, 1 
D01390, hsa3352, 2.8437, 1 
D02150, hsa3352, 2.8437, 1 
D00790, hsa2914, 2.8430, 1 
D03858, hsa2550, 2.8360, 1 
D03621, hsa1268, 2.8359, 1 
D04979, hsa2918, 2.8349, 1 
D03879, hsa2911, 2.8347, 1 
D02354, hsa4543, 2.8333, 1 
D02358, hsa2918, 2.8330, 1 
D01358, hsa1268, 2.8319, 1 
D00480, hsa3350, 2.8316, 1 
D00371, hsa222545, 2.8302, 1 
D02361, hsa2918, 2.8290, 1 
D02359, hsa2916, 2.8275, 1 
D00480, hsa153, 2.8271, 1 
D03621, hsa2911, 2.8266, 1 
D01390, hsa3351, 2.8259, 1 
D02150, hsa3351, 2.8259, 1 
D03858, hsa9283, 2.8253, 1 
D01358, hsa2911, 2.8226, 1 
D01118, hsa2913, 2.8213, 1 
D00598, hsa2917, 2.8213, 1 
D02354, hsa6010, 2.8203, 1 
D02354, hsa9052, 2.8193, 1 
D02359, hsa338442, 2.8173, 1 
D01118, hsa2912, 2.8148, 1 
D03879, hsa2915, 2.8138, 1 
D00480, hsa3360, 2.8124, 1 
D00480, hsa147, 2.8118, 1 
D03858, hsa1268, 2.8082, 1 
D03621, hsa2915, 2.8058, 1 
D00996, hsa2916, 2.8053, 1 
D00180, hsa2917, 2.8035, 1 
D01358, hsa2915, 2.8018, 1 
D00494, hsa146, 2.8015, 1 
D00371, hsa2913, 2.7999, 1 
D03858, hsa2911, 2.7989, 1 
D00270, hsa146, 2.7971, 1 
D00494, hsa5032, 2.7968, 1 
D00494, hsa3355, 2.7959, 1 
D03881, hsa2550, 2.7953, 1 
D00996, hsa338442, 2.7951, 1 
D00371, hsa2912, 2.7933, 1 
D00270, hsa5032, 2.7927, 1 
D00270, hsa3355, 2.7920, 1 
D00494, hsa4988, 2.7903, 1 
D00494, hsa1814, 2.7865, 1 
D00480, hsa1128, 2.7864, 1 
D00270, hsa4988, 2.7862, 1 
D00494, hsa7201, 2.7848, 1 
D03881, hsa9283, 2.7845, 1 
D00270, hsa7201, 2.7806, 1 
D00493, hsa3357, 2.7800, 1 
D01390, hsa150, 2.7797, 1 
D02150, hsa150, 2.7797, 1 
D00494, hsa4985, 2.7793, 1 
D03858, hsa2915, 2.7781, 1 
D00480, hsa3361, 2.7763, 1 
D00503, hsa2550, 2.7758, 1 
D00632, hsa2550, 2.7752, 1 
D00270, hsa4985, 2.7752, 1 
D00480, hsa1816, 2.7713, 1 
D00494, hsa10161, 2.7680, 1 
D03881, hsa1268, 2.7673, 1 
D00513, hsa2918, 2.7666, 1 
D00503, hsa9283, 2.7650, 1 
D00676, hsa2918, 2.7649, 1 
D00632, hsa9283, 2.7644, 1 
D00270, hsa10161, 2.7640, 1 
D00493, hsa59340, 2.7633, 1 
D00494, hsa1812, 2.7630, 1 
D00095, hsa2917, 2.7625, 1 
D00493, hsa3358, 2.7600, 1 
D00480, hsa151, 2.7593, 1 
D03881, hsa2911, 2.7582, 1 
D01390, hsa3362, 2.7565, 1 
D02150, hsa3362, 2.7565, 1 
D00494, hsa3577, 2.7563, 1 
D00480, hsa5733, 2.7547, 1 
D00270, hsa3577, 2.7522, 1 
D00270, hsa1129, 2.7508, 1 
D01871, hsa2918, 2.7487, 1 
D00480, hsa154, 2.7485, 1 
D00503, hsa1268, 2.7479, 1 
D00632, hsa1268, 2.7474, 1 
D02359, hsa8843, 2.7467, 1 
D02070, hsa2916, 2.7434, 1 
D01390, hsa23620, 2.7423, 1 
D02150, hsa23620, 2.7423, 1 
D00483, hsa2917, 2.7400, 1 
D00503, hsa2911, 2.7387, 1 
D00632, hsa2911, 2.7381, 1 
D03881, hsa2915, 2.7373, 1 
D00494, hsa2846, 2.7348, 1 
D02070, hsa338442, 2.7331, 1 
D02354, hsa148, 2.7326, 1 
D01390, hsa152, 2.7325, 1 
D02150, hsa152, 2.7325, 1 
D02359, hsa222545, 2.7320, 1 
D00270, hsa2846, 2.7308, 1 
D00480, hsa3354, 2.7260, 1 
D02354, hsa3352, 2.7246, 1 
D00996, hsa8843, 2.7245, 1 
D00480, hsa4986, 2.7240, 1 
D00790, hsa2917, 2.7216, 1 
D00079, hsa2916, 2.7208, 1 
D03879, hsa3269, 2.7192, 1 
D00503, hsa2915, 2.7179, 1 
D00632, hsa2915, 2.7173, 1 
D03879, hsa4543, 2.7168, 1 
D00494, hsa3350, 2.7149, 1 
D00493, hsa5031, 2.7140, 1 
D00451, hsa2918, 2.7137, 1 
D00493, hsa185, 2.7127, 1 
D00270, hsa3350, 2.7110, 1 
D00493, hsa6753, 2.7106, 1 
D00079, hsa338442, 2.7106, 1 
D00494, hsa153, 2.7105, 1 
D00996, hsa222545, 2.7098, 1 
D00480, hsa1234, 2.7097, 1 
D03621, hsa4543, 2.7089, 1 
D01358, hsa3269, 2.7074, 1 
D02354, hsa3351, 2.7068, 1 
D00270, hsa153, 2.7060, 1 
D01358, hsa4543, 2.7049, 1 
D03879, hsa6010, 2.7039, 1 
D03879, hsa9052, 2.7028, 1 
D02359, hsa2913, 2.7017, 1 
D00480, hsa1132, 2.6971, 1 
D03621, hsa6010, 2.6960, 1 
D00494, hsa3360, 2.6958, 1 
D02359, hsa2912, 2.6952, 1 
D00494, hsa147, 2.6951, 1 
D03621, hsa9052, 2.6950, 1 
D00493, hsa134, 2.6941, 1 
D01358, hsa6010, 2.6919, 1 
D00270, hsa3360, 2.6917, 1 
D00480, hsa6755, 2.6911, 1 
D01358, hsa9052, 2.6910, 1 
D00270, hsa147, 2.6907, 1 
D00493, hsa10800, 2.6899, 1 
D03858, hsa3269, 2.6836, 1 
D03858, hsa4543, 2.6812, 1 
D02327, hsa2918, 2.6808, 1 
D00996, hsa2913, 2.6795, 1 
D00493, hsa57105, 2.6773, 1 
D01390, hsa1813, 2.6771, 1 
D02150, hsa1813, 2.6771, 1 
D00493, hsa5724, 2.6759, 1 
D00996, hsa2912, 2.6730, 1 
D01390, hsa146, 2.6686, 1 
D02150, hsa146, 2.6686, 1 
D03858, hsa6010, 2.6683, 1 
D03858, hsa9052, 2.6672, 1 
D00270, hsa1128, 2.6658, 1 
D01390, hsa5032, 2.6641, 1 
D02150, hsa5032, 2.6641, 1 
D01390, hsa3355, 2.6635, 1 
D02150, hsa3355, 2.6635, 1 
D02070, hsa8843, 2.6626, 1 
D02354, hsa150, 2.6607, 1 
D00300, hsa2916, 2.6605, 1 
D00494, hsa3361, 2.6597, 1 
D00480, hsa3363, 2.6590, 1 
D01390, hsa4988, 2.6577, 1 
D02150, hsa4988, 2.6577, 1 
D00270, hsa3361, 2.6556, 1 
D00494, hsa1816, 2.6548, 1 
D01390, hsa1814, 2.6540, 1 
D02150, hsa1814, 2.6540, 1 
D01390, hsa7201, 2.6521, 1 
D02150, hsa7201, 2.6521, 1 
D00300, hsa338442, 2.6501, 1 
D02070, hsa222545, 2.6478, 1 
D01390, hsa4985, 2.6467, 1 
D02150, hsa4985, 2.6467, 1 
D00136, hsa2914, 2.6459, 1 
D00480, hsa3274, 2.6439, 1 
D03881, hsa3269, 2.6429, 1 
D00494, hsa151, 2.6427, 1 
D00493, hsa11255, 2.6414, 1 
D03881, hsa4543, 2.6404, 1 
D00079, hsa8843, 2.6401, 1 
D00494, hsa5733, 2.6381, 1 
D02354, hsa3362, 2.6373, 1 
D01390, hsa10161, 2.6354, 1 
D02150, hsa10161, 2.6354, 1 
D00270, hsa5733, 2.6341, 1 
D00494, hsa154, 2.6320, 1 
D01390, hsa1812, 2.6304, 1 
D02150, hsa1812, 2.6304, 1 
D00493, hsa5731, 2.6295, 1 
D00598, hsa2916, 2.6283, 1 
D00270, hsa154, 2.6276, 1 
D03881, hsa6010, 2.6275, 1 
D00480, hsa1910, 2.6271, 1 
D00480, hsa155, 2.6271, 1 
D03881, hsa9052, 2.6263, 1 
D00480, hsa1909, 2.6255, 1 
D00079, hsa222545, 2.6253, 1 
D01390, hsa3577, 2.6236, 1 
D02150, hsa3577, 2.6236, 1 
D00503, hsa3269, 2.6234, 1 
D02354, hsa23620, 2.6232, 1 
D00632, hsa3269, 2.6228, 1 
D00394, hsa2918, 2.6221, 1 
D01390, hsa1129, 2.6220, 1 
D02150, hsa1129, 2.6220, 1 
D00503, hsa4543, 2.6209, 1 
D00632, hsa4543, 2.6204, 1 
D00563, hsa2914, 2.6187, 1 
D00598, hsa338442, 2.6179, 1 
D02070, hsa2913, 2.6176, 1 
D03879, hsa148, 2.6159, 1 
D02354, hsa152, 2.6134, 1 
D00480, hsa6752, 2.6122, 1 
D02070, hsa2912, 2.6111, 1 
D00180, hsa2916, 2.6106, 1 
D00665, hsa2914, 2.6096, 1 
D00494, hsa3354, 2.6093, 1 
D01118, hsa2550, 2.6087, 1 
D03879, hsa3352, 2.6081, 1 
D00503, hsa6010, 2.6080, 1 
D03621, hsa148, 2.6079, 1 
D00494, hsa4986, 2.6075, 1 
D00632, hsa6010, 2.6074, 1 
D00503, hsa9052, 2.6069, 1 
D00632, hsa9052, 2.6064, 1 
D03274, hsa2918, 2.6063, 1 
D00270, hsa3354, 2.6053, 1 
D00270, hsa4986, 2.6034, 1 
D01390, hsa2846, 2.6022, 1 
D02150, hsa2846, 2.6022, 1 
D00180, hsa338442, 2.6004, 1 
D03621, hsa3352, 2.6001, 1 
D01118, hsa9283, 2.5978, 1 
D01358, hsa3352, 2.5962, 1 
D00493, hsa1133, 2.5956, 1 
D00079, hsa2913, 2.5951, 1 
D00494, hsa1234, 2.5931, 1 
D00560, hsa2918, 2.5923, 1 
D03879, hsa3351, 2.5903, 1 
D00270, hsa1234, 2.5890, 1 
D00493, hsa5030, 2.5888, 1 
D00079, hsa2912, 2.5885, 1 
D00371, hsa2550, 2.5872, 1 
D01051, hsa2918, 2.5835, 1 
D00493, hsa1815, 2.5832, 1 
D01390, hsa3350, 2.5825, 1 
D02150, hsa3350, 2.5825, 1 
D03621, hsa3351, 2.5823, 1 
D01118, hsa1268, 2.5808, 1 
D03858, hsa148, 2.5803, 1 
D00300, hsa8843, 2.5796, 1 
D00480, hsa3356, 2.5793, 1 
D01358, hsa3351, 2.5783, 1 
D00270, hsa1132, 2.5765, 1 
D00371, hsa9283, 2.5764, 1 
D00494, hsa6755, 2.5745, 1 
D00493, hsa1131, 2.5735, 1 
D00673, hsa2918, 2.5732, 1 
D03858, hsa3352, 2.5725, 1 
D01118, hsa2911, 2.5716, 1 
D00270, hsa6755, 2.5703, 1 
D05938, hsa2918, 2.5701, 1 
D00095, hsa2916, 2.5696, 1 
D00493, hsa136, 2.5684, 1 
D00300, hsa222545, 2.5649, 1 
D02149, hsa2918, 2.5647, 1 
D01390, hsa3360, 2.5633, 1 
D02150, hsa3360, 2.5633, 1 
D01390, hsa147, 2.5622, 1 
D02150, hsa147, 2.5622, 1 
D04979, hsa2914, 2.5621, 1 
D02358, hsa2914, 2.5602, 1 
D00095, hsa338442, 2.5594, 1 
D00371, hsa1268, 2.5593, 1 
D00493, hsa140, 2.5585, 1 
D02361, hsa2914, 2.5561, 1 
D03858, hsa3351, 2.5546, 1 
D01118, hsa2915, 2.5508, 1 
D00371, hsa2911, 2.5502, 1 
D02354, hsa146, 2.5497, 1 
D00598, hsa8843, 2.5474, 1 
D00483, hsa2916, 2.5471, 1 
D02354, hsa5032, 2.5449, 1 
D02354, hsa3355, 2.5443, 1 
D03879, hsa150, 2.5443, 1 
D00494, hsa3363, 2.5424, 1 
D03881, hsa148, 2.5394, 1 
D02354, hsa4988, 2.5385, 1 
D00270, hsa3363, 2.5383, 1 
D01390, hsa1128, 2.5373, 1 
D02150, hsa1128, 2.5373, 1 
D00483, hsa338442, 2.5369, 1 
D03621, hsa150, 2.5364, 1 
D02354, hsa1814, 2.5350, 1 
D00300, hsa2913, 2.5348, 1 
D00480, hsa3357, 2.5348, 1 
D02354, hsa7201, 2.5330, 1 
D00598, hsa222545, 2.5328, 1 
D01358, hsa150, 2.5322, 1 
D03881, hsa3352, 2.5317, 1 
D00180, hsa8843, 2.5299, 1 
D00371, hsa2915, 2.5294, 1 
D00790, hsa2916, 2.5286, 1 
D00300, hsa2912, 2.5282, 1 
D02354, hsa4985, 2.5275, 1 
D00494, hsa3274, 2.5273, 1 
D01390, hsa3361, 2.5272, 1 
D02150, hsa3361, 2.5272, 1 
D00136, hsa2917, 2.5245, 1 
D00270, hsa3274, 2.5231, 1 
D00493, hsa56413, 2.5230, 1 
D01390, hsa1816, 2.5222, 1 
D02150, hsa1816, 2.5222, 1 
D03879, hsa3362, 2.5209, 1 
D00632, hsa148, 2.5195, 1 
D00790, hsa338442, 2.5182, 1 
D00480, hsa59340, 2.5180, 1 
D01242, hsa2918, 2.5174, 1 
D02354, hsa10161, 2.5162, 1 
D00180, hsa222545, 2.5151, 1 
D00480, hsa3358, 2.5146, 1 
D03881, hsa3351, 2.5138, 1 
D03621, hsa3362, 2.5129, 1 
D00503, hsa3352, 2.5123, 1 
D00632, hsa3352, 2.5117, 1 
D00494, hsa1910, 2.5106, 1 
D00494, hsa155, 2.5105, 1 
D01390, hsa151, 2.5100, 1 
D02150, hsa151, 2.5100, 1 
D01358, hsa3362, 2.5090, 1 
D00494, hsa1909, 2.5089, 1 
D03858, hsa150, 2.5088, 1 
D03879, hsa23620, 2.5068, 1 
D00270, hsa1910, 2.5066, 1 
D00270, hsa155, 2.5062, 1 
D01390, hsa5733, 2.5056, 1 
D02150, hsa5733, 2.5056, 1 
D00270, hsa1909, 2.5049, 1 
D02354, hsa3577, 2.5044, 1 
D00598, hsa2913, 2.5026, 1 
D03621, hsa23620, 2.4989, 1 
D00563, hsa2917, 2.4973, 1 
D00422, hsa2918, 2.4973, 1 
D03879, hsa152, 2.4971, 1 
D00598, hsa2912, 2.4961, 1 
D00494, hsa6752, 2.4956, 1 
D00493, hsa5029, 2.4956, 1 
D01358, hsa23620, 2.4949, 1 
D00503, hsa3351, 2.4945, 1 
D00632, hsa3351, 2.4939, 1 
D00513, hsa2914, 2.4938, 1 
D00493, hsa5737, 2.4936, 1 
D00676, hsa2914, 2.4921, 1 
D00270, hsa6752, 2.4915, 1 
D03621, hsa152, 2.4892, 1 
D02359, hsa2550, 2.4892, 1 
D00095, hsa8843, 2.4889, 1 
D00665, hsa2917, 2.4882, 1 
D03858, hsa3362, 2.4852, 1 
D01358, hsa152, 2.4851, 1 
D00180, hsa2913, 2.4849, 1 
D02354, hsa2846, 2.4831, 1 
D00493, hsa1241, 2.4802, 1 
D02359, hsa9283, 2.4784, 1 
D00180, hsa2912, 2.4783, 1 
D01390, hsa3354, 2.4770, 1 
D02150, hsa3354, 2.4770, 1 
D01871, hsa2914, 2.4760, 1 
D01390, hsa4986, 2.4750, 1 
D02150, hsa4986, 2.4750, 1 
D00666, hsa2918, 2.4749, 1 
D00095, hsa222545, 2.4741, 1 
D00493, hsa6751, 2.4738, 1 
D03858, hsa23620, 2.4711, 1 
D00480, hsa5031, 2.4691, 1 
D03881, hsa150, 2.4681, 1 
D00480, hsa185, 2.4679, 1 
D00996, hsa2550, 2.4669, 1 
D00483, hsa8843, 2.4665, 1 
D00480, hsa6753, 2.4658, 1 
D02354, hsa3350, 2.4635, 1 
D03858, hsa152, 2.4615, 1 
D02359, hsa1268, 2.4613, 1 
D01390, hsa1234, 2.4605, 1 
D02150, hsa1234, 2.4605, 1 
D02354, hsa153, 2.4588, 1 
D01118, hsa3269, 2.4563, 1 
D00996, hsa9283, 2.4562, 1 
D01118, hsa4543, 2.4539, 1 
D01324, hsa2918, 2.4528, 1 
D02359, hsa2911, 2.4521, 1 
D00483, hsa222545, 2.4517, 1 
D00480, hsa134, 2.4491, 1 
D00503, hsa150, 2.4484, 1 
D00493, hsa135, 2.4481, 1 
D00632, hsa150, 2.4480, 1 
D01390, hsa1132, 2.4480, 1 
D02150, hsa1132, 2.4480, 1 
D00790, hsa8843, 2.4478, 1 
